City,State short,State full,County
Slinger,WI,Wisconsin,WASHINGTON
Stockbridge,WI,Wisconsin,CALUMET
Sussex,WI,Wisconsin,WAUKESHA
West Bend,WI,Wisconsin,WASHINGTON
Theresa,WI,Wisconsin,DODGE
Mequon,WI,Wisconsin,OZAUKEE
Waldo,WI,Wisconsin,SHEBOYGAN
Watertown,WI,Wisconsin,JEFFERSON
Watertown,WI,Wisconsin,DODGE
Woodland,WI,Wisconsin,DODGE
Bassett,WI,Wisconsin,KENOSHA
Benet Lake,WI,Wisconsin,KENOSHA
Big Bend,WI,Wisconsin,WAUKESHA
Bristol,WI,Wisconsin,KENOSHA
Burlington,WI,Wisconsin,RACINE
Caledonia,WI,Wisconsin,RACINE
Camp Lake,WI,Wisconsin,KENOSHA
Cudahy,WI,Wisconsin,MILWAUKEE
Darien,WI,Wisconsin,WALWORTH
Delavan,WI,Wisconsin,WALWORTH
Dousman,WI,Wisconsin,WAUKESHA
Eagle,WI,Wisconsin,WAUKESHA
East Troy,WI,Wisconsin,WALWORTH
Elkhorn,WI,Wisconsin,WALWORTH
Elm Grove,WI,Wisconsin,WAUKESHA
Fontana,WI,Wisconsin,WALWORTH
Franksville,WI,Wisconsin,RACINE
Genesee Depot,WI,Wisconsin,WAUKESHA
Genoa City,WI,Wisconsin,WALWORTH
Greendale,WI,Wisconsin,MILWAUKEE
Hales Corners,WI,Wisconsin,MILWAUKEE
Franklin,WI,Wisconsin,MILWAUKEE
Helenville,WI,Wisconsin,JEFFERSON
Honey Creek,WI,Wisconsin,WALWORTH
Kansasville,WI,Wisconsin,RACINE
Kenosha,WI,Wisconsin,KENOSHA
New Berlin,WI,Wisconsin,WAUKESHA
Lake Geneva,WI,Wisconsin,WALWORTH
Lyons,WI,Wisconsin,WALWORTH
Mukwonago,WI,Wisconsin,WAUKESHA
Muskego,WI,Wisconsin,WAUKESHA
New Munster,WI,Wisconsin,KENOSHA
North Prairie,WI,Wisconsin,WAUKESHA
Oak Creek,WI,Wisconsin,MILWAUKEE
Palmyra,WI,Wisconsin,JEFFERSON
Pell Lake,WI,Wisconsin,WALWORTH
Pleasant Prairie,WI,Wisconsin,KENOSHA
Powers Lake,WI,Wisconsin,KENOSHA
Rochester,WI,Wisconsin,RACINE
Salem,WI,Wisconsin,KENOSHA
Silver Lake,WI,Wisconsin,KENOSHA
Somers,WI,Wisconsin,KENOSHA
South Milwaukee,WI,Wisconsin,MILWAUKEE
Springfield,WI,Wisconsin,WALWORTH
Sturtevant,WI,Wisconsin,RACINE
Sullivan,WI,Wisconsin,JEFFERSON
Trevor,WI,Wisconsin,KENOSHA
Twin Lakes,WI,Wisconsin,KENOSHA
Union Grove,WI,Wisconsin,RACINE
Wales,WI,Wisconsin,WAUKESHA
Walworth,WI,Wisconsin,WALWORTH
Waterford,WI,Wisconsin,RACINE
Waukesha,WI,Wisconsin,WAUKESHA
Whitewater,WI,Wisconsin,WALWORTH
Williams Bay,WI,Wisconsin,WALWORTH
Wilmot,WI,Wisconsin,KENOSHA
Woodworth,WI,Wisconsin,KENOSHA
Zenda,WI,Wisconsin,WALWORTH
Milwaukee,WI,Wisconsin,MILWAUKEE
Saint Francis,WI,Wisconsin,MILWAUKEE
Racine,WI,Wisconsin,RACINE
Afton,WI,Wisconsin,ROCK
Albany,WI,Wisconsin,GREEN
Arena,WI,Wisconsin,IOWA
Argyle,WI,Wisconsin,LAFAYETTE
Avalon,WI,Wisconsin,ROCK
Avoca,WI,Wisconsin,IOWA
Barneveld,WI,Wisconsin,IOWA
Belleville,WI,Wisconsin,DANE
Belmont,WI,Wisconsin,LAFAYETTE
Beloit,WI,Wisconsin,ROCK
Black Earth,WI,Wisconsin,DANE
Blanchardville,WI,Wisconsin,LAFAYETTE
Blue Mounds,WI,Wisconsin,DANE
Blue River,WI,Wisconsin,GRANT
Brodhead,WI,Wisconsin,GREEN
Brooklyn,WI,Wisconsin,GREEN
Browntown,WI,Wisconsin,GREEN
Cambridge,WI,Wisconsin,DANE
Clinton,WI,Wisconsin,ROCK
Cobb,WI,Wisconsin,IOWA
Cottage Grove,WI,Wisconsin,DANE
Cross Plains,WI,Wisconsin,DANE
Dane,WI,Wisconsin,DANE
Darlington,WI,Wisconsin,LAFAYETTE
Deerfield,WI,Wisconsin,DANE
De Forest,WI,Wisconsin,DANE
Dodgeville,WI,Wisconsin,IOWA
Edgerton,WI,Wisconsin,ROCK
Edmund,WI,Wisconsin,IOWA
Evansville,WI,Wisconsin,ROCK
Footville,WI,Wisconsin,ROCK
Fort Atkinson,WI,Wisconsin,JEFFERSON
Gotham,WI,Wisconsin,RICHLAND
Gratiot,WI,Wisconsin,LAFAYETTE
Hanover,WI,Wisconsin,ROCK
Highland,WI,Wisconsin,IOWA
Hollandale,WI,Wisconsin,IOWA
Janesville,WI,Wisconsin,ROCK
Jefferson,WI,Wisconsin,JEFFERSON
Juda,WI,Wisconsin,GREEN
Lake Mills,WI,Wisconsin,JEFFERSON
Linden,WI,Wisconsin,IOWA
Livingston,WI,Wisconsin,GRANT
Lodi,WI,Wisconsin,COLUMBIA
Lone Rock,WI,Wisconsin,RICHLAND
Lowell,WI,Wisconsin,DODGE
Mc Farland,WI,Wisconsin,DANE
Marshall,WI,Wisconsin,DANE
Mazomanie,WI,Wisconsin,DANE
Merrimac,WI,Wisconsin,SAUK
Middleton,WI,Wisconsin,DANE
Milton,WI,Wisconsin,ROCK
Mineral Point,WI,Wisconsin,IOWA
Monroe,WI,Wisconsin,GREEN
Montfort,WI,Wisconsin,GRANT
Monticello,WI,Wisconsin,GREEN
Morrisonville,WI,Wisconsin,DANE
Mount Horeb,WI,Wisconsin,DANE
Muscoda,WI,Wisconsin,GRANT
New Glarus,WI,Wisconsin,GREEN
Oregon,WI,Wisconsin,DANE
Orfordville,WI,Wisconsin,ROCK
Plain,WI,Wisconsin,SAUK
Prairie Du Sac,WI,Wisconsin,SAUK
Reeseville,WI,Wisconsin,DODGE
Rewey,WI,Wisconsin,IOWA
Richland Center,WI,Wisconsin,RICHLAND
Ridgeway,WI,Wisconsin,IOWA
Sauk City,WI,Wisconsin,SAUK
Sextonville,WI,Wisconsin,RICHLAND
Sharon,WI,Wisconsin,WALWORTH
Shullsburg,WI,Wisconsin,LAFAYETTE
South Wayne,WI,Wisconsin,LAFAYETTE
Spring Green,WI,Wisconsin,SAUK
Stoughton,WI,Wisconsin,DANE
Sun Prairie,WI,Wisconsin,DANE
Verona,WI,Wisconsin,DANE
Waterloo,WI,Wisconsin,JEFFERSON
Waunakee,WI,Wisconsin,DANE
Windsor,WI,Wisconsin,DANE
Woodford,WI,Wisconsin,LAFAYETTE
Madison,WI,Wisconsin,DANE
Bagley,WI,Wisconsin,GRANT
Beetown,WI,Wisconsin,GRANT
Benton,WI,Wisconsin,LAFAYETTE
Bloomington,WI,Wisconsin,GRANT
Boscobel,WI,Wisconsin,GRANT
Cassville,WI,Wisconsin,GRANT
Cuba City,WI,Wisconsin,GRANT
Dickeyville,WI,Wisconsin,GRANT
Fennimore,WI,Wisconsin,GRANT
Glen Haven,WI,Wisconsin,GRANT
Hazel Green,WI,Wisconsin,GRANT
Kieler,WI,Wisconsin,GRANT
Lancaster,WI,Wisconsin,GRANT
Mount Hope,WI,Wisconsin,GRANT
Patch Grove,WI,Wisconsin,GRANT
Platteville,WI,Wisconsin,GRANT
Potosi,WI,Wisconsin,GRANT
Prairie Du Chien,WI,Wisconsin,CRAWFORD
Sinsinawa,WI,Wisconsin,GRANT
Stitzer,WI,Wisconsin,GRANT
Wauzeka,WI,Wisconsin,CRAWFORD
Woodman,WI,Wisconsin,GRANT
Portage,WI,Wisconsin,COLUMBIA
Adams,WI,Wisconsin,ADAMS
Arlington,WI,Wisconsin,COLUMBIA
Baraboo,WI,Wisconsin,SAUK
Beaver Dam,WI,Wisconsin,DODGE
Brandon,WI,Wisconsin,FOND DU LAC
Briggsville,WI,Wisconsin,MARQUETTE
Burnett,WI,Wisconsin,DODGE
Cambria,WI,Wisconsin,COLUMBIA
Cazenovia,WI,Wisconsin,RICHLAND
Columbus,WI,Wisconsin,COLUMBIA
Dalton,WI,Wisconsin,GREEN LAKE
Dellwood,WI,Wisconsin,ADAMS
Doylestown,WI,Wisconsin,COLUMBIA
Elroy,WI,Wisconsin,JUNEAU
Endeavor,WI,Wisconsin,MARQUETTE
Fairwater,WI,Wisconsin,FOND DU LAC
Fall River,WI,Wisconsin,COLUMBIA
Fox Lake,WI,Wisconsin,DODGE
Friendship,WI,Wisconsin,ADAMS
Friesland,WI,Wisconsin,COLUMBIA
Grand Marsh,WI,Wisconsin,ADAMS
Hillpoint,WI,Wisconsin,SAUK
Kingston,WI,Wisconsin,GREEN LAKE
Lake Delton,WI,Wisconsin,SAUK
La Valle,WI,Wisconsin,SAUK
Lime Ridge,WI,Wisconsin,SAUK
Loganville,WI,Wisconsin,SAUK
Lyndon Station,WI,Wisconsin,JUNEAU
Markesan,WI,Wisconsin,GREEN LAKE
Marquette,WI,Wisconsin,GREEN LAKE
Mauston,WI,Wisconsin,JUNEAU
Montello,WI,Wisconsin,MARQUETTE
New Lisbon,WI,Wisconsin,JUNEAU
North Freedom,WI,Wisconsin,SAUK
Oxford,WI,Wisconsin,MARQUETTE
Packwaukee,WI,Wisconsin,MARQUETTE
Pardeeville,WI,Wisconsin,COLUMBIA
Poynette,WI,Wisconsin,COLUMBIA
Randolph,WI,Wisconsin,DODGE
Randolph,WI,Wisconsin,COLUMBIA
Reedsburg,WI,Wisconsin,SAUK
Rio,WI,Wisconsin,COLUMBIA
Rock Springs,WI,Wisconsin,SAUK
Union Center,WI,Wisconsin,JUNEAU
Waupun,WI,Wisconsin,DODGE
Westfield,WI,Wisconsin,MARQUETTE
Wisconsin Dells,WI,Wisconsin,COLUMBIA
Wonewoc,WI,Wisconsin,JUNEAU
Wyocena,WI,Wisconsin,COLUMBIA
Amery,WI,Wisconsin,POLK
Baldwin,WI,Wisconsin,SAINT CROIX
Beldenville,WI,Wisconsin,PIERCE
Clayton,WI,Wisconsin,POLK
Clear Lake,WI,Wisconsin,POLK
Cushing,WI,Wisconsin,POLK
Deer Park,WI,Wisconsin,SAINT CROIX
Dresser,WI,Wisconsin,POLK
East Ellsworth,WI,Wisconsin,PIERCE
Ellsworth,WI,Wisconsin,PIERCE
Glenwood City,WI,Wisconsin,SAINT CROIX
Hager City,WI,Wisconsin,PIERCE
Hammond,WI,Wisconsin,SAINT CROIX
Hudson,WI,Wisconsin,SAINT CROIX
New Richmond,WI,Wisconsin,SAINT CROIX
Osceola,WI,Wisconsin,POLK
Prescott,WI,Wisconsin,PIERCE
River Falls,WI,Wisconsin,PIERCE
Roberts,WI,Wisconsin,SAINT CROIX
Saint Croix Falls,WI,Wisconsin,POLK
Somerset,WI,Wisconsin,SAINT CROIX
Star Prairie,WI,Wisconsin,POLK
Wilson,WI,Wisconsin,SAINT CROIX
Woodville,WI,Wisconsin,SAINT CROIX
Houlton,WI,Wisconsin,SAINT CROIX
Abrams,WI,Wisconsin,OCONTO
Amberg,WI,Wisconsin,MARINETTE
Armstrong Creek,WI,Wisconsin,FOREST
Athelstane,WI,Wisconsin,MARINETTE
Black Creek,WI,Wisconsin,OUTAGAMIE
Bonduel,WI,Wisconsin,SHAWANO
Brillion,WI,Wisconsin,CALUMET
Cecil,WI,Wisconsin,SHAWANO
Coleman,WI,Wisconsin,MARINETTE
Combined Locks,WI,Wisconsin,OUTAGAMIE
Crivitz,WI,Wisconsin,MARINETTE
De Pere,WI,Wisconsin,BROWN
Dunbar,WI,Wisconsin,MARINETTE
Fence,WI,Wisconsin,FLORENCE
Florence,WI,Wisconsin,FLORENCE
Forest Junction,WI,Wisconsin,CALUMET
Gillett,WI,Wisconsin,OCONTO
Goodman,WI,Wisconsin,MARINETTE
Greenleaf,WI,Wisconsin,BROWN
Green Valley,WI,Wisconsin,SHAWANO
Gresham,WI,Wisconsin,SHAWANO
Hilbert,WI,Wisconsin,CALUMET
Kaukauna,WI,Wisconsin,OUTAGAMIE
Freedom,WI,Wisconsin,OUTAGAMIE
Keshena,WI,Wisconsin,MENOMINEE
Kimberly,WI,Wisconsin,OUTAGAMIE
Krakow,WI,Wisconsin,SHAWANO
Lakewood,WI,Wisconsin,OCONTO
Lena,WI,Wisconsin,OCONTO
Little Chute,WI,Wisconsin,OUTAGAMIE
Little Suamico,WI,Wisconsin,OCONTO
Marinette,WI,Wisconsin,MARINETTE
Mountain,WI,Wisconsin,OCONTO
Neopit,WI,Wisconsin,MENOMINEE
Niagara,WI,Wisconsin,MARINETTE
Nichols,WI,Wisconsin,OUTAGAMIE
Oconto,WI,Wisconsin,OCONTO
Oconto Falls,WI,Wisconsin,OCONTO
Oneida,WI,Wisconsin,BROWN
Pembine,WI,Wisconsin,MARINETTE
Peshtigo,WI,Wisconsin,MARINETTE
Porterfield,WI,Wisconsin,MARINETTE
Potter,WI,Wisconsin,CALUMET
Pound,WI,Wisconsin,MARINETTE
Pulaski,WI,Wisconsin,BROWN
Seymour,WI,Wisconsin,OUTAGAMIE
Shawano,WI,Wisconsin,SHAWANO
Sherwood,WI,Wisconsin,CALUMET
Shiocton,WI,Wisconsin,OUTAGAMIE
Sobieski,WI,Wisconsin,OCONTO
Suamico,WI,Wisconsin,BROWN
Suring,WI,Wisconsin,OCONTO
Townsend,WI,Wisconsin,OCONTO
Wausaukee,WI,Wisconsin,MARINETTE
Wrightstown,WI,Wisconsin,BROWN
Zachow,WI,Wisconsin,SHAWANO
Algoma,WI,Wisconsin,KEWAUNEE
Baileys Harbor,WI,Wisconsin,DOOR
Brussels,WI,Wisconsin,DOOR
Casco,WI,Wisconsin,KEWAUNEE
Collins,WI,Wisconsin,MANITOWOC
Denmark,WI,Wisconsin,BROWN
Egg Harbor,WI,Wisconsin,DOOR
Ellison Bay,WI,Wisconsin,DOOR
Ephraim,WI,Wisconsin,DOOR
Fish Creek,WI,Wisconsin,DOOR
Forestville,WI,Wisconsin,DOOR
Francis Creek,WI,Wisconsin,MANITOWOC
Kellnersville,WI,Wisconsin,MANITOWOC
Kewaunee,WI,Wisconsin,KEWAUNEE
Luxemburg,WI,Wisconsin,KEWAUNEE
Manitowoc,WI,Wisconsin,MANITOWOC
Maplewood,WI,Wisconsin,DOOR
Maribel,WI,Wisconsin,MANITOWOC
Mishicot,WI,Wisconsin,MANITOWOC
New Franken,WI,Wisconsin,BROWN
Reedsville,WI,Wisconsin,MANITOWOC
Saint Nazianz,WI,Wisconsin,MANITOWOC
Sister Bay,WI,Wisconsin,DOOR
Sturgeon Bay,WI,Wisconsin,DOOR
Tisch Mills,WI,Wisconsin,MANITOWOC
Two Rivers,WI,Wisconsin,MANITOWOC
Valders,WI,Wisconsin,MANITOWOC
Washington Island,WI,Wisconsin,DOOR
Whitelaw,WI,Wisconsin,MANITOWOC
Green Bay,WI,Wisconsin,BROWN
Wausau,WI,Wisconsin,MARATHON
Marshfield,WI,Wisconsin,WOOD
Abbotsford,WI,Wisconsin,CLARK
Amherst,WI,Wisconsin,PORTAGE
Amherst Junction,WI,Wisconsin,PORTAGE
Aniwa,WI,Wisconsin,MARATHON
Antigo,WI,Wisconsin,LANGLADE
Arpin,WI,Wisconsin,WOOD
Athens,WI,Wisconsin,MARATHON
Auburndale,WI,Wisconsin,WOOD
Babcock,WI,Wisconsin,WOOD
Birnamwood,WI,Wisconsin,SHAWANO
Blenker,WI,Wisconsin,WOOD
Bowler,WI,Wisconsin,SHAWANO
Brokaw,WI,Wisconsin,MARATHON
Bryant,WI,Wisconsin,LANGLADE
Chili,WI,Wisconsin,CLARK
Colby,WI,Wisconsin,CLARK
Curtiss,WI,Wisconsin,CLARK
Custer,WI,Wisconsin,PORTAGE
Deerbrook,WI,Wisconsin,LANGLADE
Dorchester,WI,Wisconsin,CLARK
Edgar,WI,Wisconsin,MARATHON
Eland,WI,Wisconsin,MARATHON
Elcho,WI,Wisconsin,LANGLADE
Elderon,WI,Wisconsin,MARATHON
Elton,WI,Wisconsin,LANGLADE
Galloway,WI,Wisconsin,MARATHON
Gilman,WI,Wisconsin,TAYLOR
Jump River,WI,Wisconsin,TAYLOR
Gleason,WI,Wisconsin,LINCOLN
Granton,WI,Wisconsin,CLARK
Greenwood,WI,Wisconsin,CLARK
Hannibal,WI,Wisconsin,TAYLOR
Hatley,WI,Wisconsin,MARATHON
Hewitt,WI,Wisconsin,WOOD
Irma,WI,Wisconsin,LINCOLN
Junction City,WI,Wisconsin,PORTAGE
Loyal,WI,Wisconsin,CLARK
Lublin,WI,Wisconsin,TAYLOR
Marathon,WI,Wisconsin,MARATHON
Mattoon,WI,Wisconsin,SHAWANO
Medford,WI,Wisconsin,TAYLOR
Merrill,WI,Wisconsin,LINCOLN
Milladore,WI,Wisconsin,WOOD
Mosinee,WI,Wisconsin,MARATHON
Neillsville,WI,Wisconsin,CLARK
Nekoosa,WI,Wisconsin,WOOD
Nelsonville,WI,Wisconsin,PORTAGE
Ogema,WI,Wisconsin,PRICE
Owen,WI,Wisconsin,CLARK
Pearson,WI,Wisconsin,LANGLADE
Pelican Lake,WI,Wisconsin,ONEIDA
Phlox,WI,Wisconsin,LANGLADE
Pickerel,WI,Wisconsin,LANGLADE
Pittsville,WI,Wisconsin,WOOD
Plover,WI,Wisconsin,PORTAGE
Port Edwards,WI,Wisconsin,WOOD
Rib Lake,WI,Wisconsin,TAYLOR
Ringle,WI,Wisconsin,MARATHON
Rosholt,WI,Wisconsin,PORTAGE
Rothschild,WI,Wisconsin,MARATHON
Rudolph,WI,Wisconsin,WOOD
Schofield,WI,Wisconsin,MARATHON
Spencer,WI,Wisconsin,MARATHON
Stetsonville,WI,Wisconsin,TAYLOR
Stevens Point,WI,Wisconsin,PORTAGE
Stratford,WI,Wisconsin,MARATHON
Summit Lake,WI,Wisconsin,LANGLADE
Tigerton,WI,Wisconsin,SHAWANO
Tomahawk,WI,Wisconsin,LINCOLN
Unity,WI,Wisconsin,MARATHON
Vesper,WI,Wisconsin,WOOD
Westboro,WI,Wisconsin,TAYLOR
White Lake,WI,Wisconsin,LANGLADE
Willard,WI,Wisconsin,CLARK
Wisconsin Rapids,WI,Wisconsin,WOOD
Withee,WI,Wisconsin,CLARK
Wittenberg,WI,Wisconsin,SHAWANO
Rhinelander,WI,Wisconsin,ONEIDA
Argonne,WI,Wisconsin,FOREST
Boulder Junction,WI,Wisconsin,VILAS
Brantwood,WI,Wisconsin,PRICE
Butternut,WI,Wisconsin,ASHLAND
Catawba,WI,Wisconsin,PRICE
Clam Lake,WI,Wisconsin,ASHLAND
Conover,WI,Wisconsin,VILAS
Crandon,WI,Wisconsin,FOREST
Eagle River,WI,Wisconsin,VILAS
Fifield,WI,Wisconsin,PRICE
Gile,WI,Wisconsin,IRON
Glen Flora,WI,Wisconsin,RUSK
Glidden,WI,Wisconsin,ASHLAND
Harshaw,WI,Wisconsin,ONEIDA
Hawkins,WI,Wisconsin,RUSK
Hazelhurst,WI,Wisconsin,ONEIDA
Heafford Junction,WI,Wisconsin,LINCOLN
Hurley,WI,Wisconsin,IRON
Iron Belt,WI,Wisconsin,IRON
Kennan,WI,Wisconsin,PRICE
Lac Du Flambeau,WI,Wisconsin,VILAS
Lake Tomahawk,WI,Wisconsin,ONEIDA
Land O Lakes,WI,Wisconsin,VILAS
Laona,WI,Wisconsin,FOREST
Long Lake,WI,Wisconsin,FLORENCE
Mc Naughton,WI,Wisconsin,ONEIDA
Manitowish Waters,WI,Wisconsin,VILAS
Mellen,WI,Wisconsin,ASHLAND
Mercer,WI,Wisconsin,IRON
Minocqua,WI,Wisconsin,ONEIDA
Montreal,WI,Wisconsin,IRON
Park Falls,WI,Wisconsin,PRICE
Phelps,WI,Wisconsin,VILAS
Phillips,WI,Wisconsin,PRICE
Prentice,WI,Wisconsin,PRICE
Presque Isle,WI,Wisconsin,VILAS
Saint Germain,WI,Wisconsin,VILAS
Saxon,WI,Wisconsin,IRON
Sayner,WI,Wisconsin,VILAS
Star Lake,WI,Wisconsin,VILAS
Three Lakes,WI,Wisconsin,ONEIDA
Tony,WI,Wisconsin,RUSK
Tripoli,WI,Wisconsin,ONEIDA
Upson,WI,Wisconsin,IRON
Wabeno,WI,Wisconsin,FOREST
Woodruff,WI,Wisconsin,ONEIDA
La Crosse,WI,Wisconsin,LA CROSSE
Alma,WI,Wisconsin,BUFFALO
Alma Center,WI,Wisconsin,JACKSON
Arcadia,WI,Wisconsin,TREMPEALEAU
Arkdale,WI,Wisconsin,ADAMS
Bangor,WI,Wisconsin,LA CROSSE
Black River Falls,WI,Wisconsin,JACKSON
Blair,WI,Wisconsin,TREMPEALEAU
Camp Douglas,WI,Wisconsin,JUNEAU
Cashton,WI,Wisconsin,MONROE
Cataract,WI,Wisconsin,MONROE
Chaseburg,WI,Wisconsin,VERNON
Cochrane,WI,Wisconsin,BUFFALO
Coon Valley,WI,Wisconsin,VERNON
De Soto,WI,Wisconsin,VERNON
Dodge,WI,Wisconsin,TREMPEALEAU
Eastman,WI,Wisconsin,CRAWFORD
Ettrick,WI,Wisconsin,TREMPEALEAU
Ferryville,WI,Wisconsin,CRAWFORD
Fountain City,WI,Wisconsin,BUFFALO
Galesville,WI,Wisconsin,TREMPEALEAU
Gays Mills,WI,Wisconsin,CRAWFORD
Genoa,WI,Wisconsin,VERNON
Hillsboro,WI,Wisconsin,VERNON
Hixton,WI,Wisconsin,JACKSON
Holmen,WI,Wisconsin,LA CROSSE
Hustler,WI,Wisconsin,JUNEAU
Kendall,WI,Wisconsin,MONROE
La Farge,WI,Wisconsin,VERNON
Lynxville,WI,Wisconsin,CRAWFORD
Mather,WI,Wisconsin,JUNEAU
Melrose,WI,Wisconsin,JACKSON
Millston,WI,Wisconsin,JACKSON
Mindoro,WI,Wisconsin,LA CROSSE
Mount Sterling,WI,Wisconsin,CRAWFORD
Necedah,WI,Wisconsin,JUNEAU
Norwalk,WI,Wisconsin,MONROE
Oakdale,WI,Wisconsin,MONROE
Onalaska,WI,Wisconsin,LA CROSSE
Ontario,WI,Wisconsin,VERNON
Readstown,WI,Wisconsin,VERNON
Rockland,WI,Wisconsin,LA CROSSE
Seneca,WI,Wisconsin,CRAWFORD
Soldiers Grove,WI,Wisconsin,CRAWFORD
Sparta,WI,Wisconsin,MONROE
Steuben,WI,Wisconsin,CRAWFORD
Stoddard,WI,Wisconsin,VERNON
Taylor,WI,Wisconsin,JACKSON
Tomah,WI,Wisconsin,MONROE
Trempealeau,WI,Wisconsin,TREMPEALEAU
Tunnel City,WI,Wisconsin,MONROE
Viola,WI,Wisconsin,RICHLAND
Viroqua,WI,Wisconsin,VERNON
Warrens,WI,Wisconsin,MONROE
Westby,WI,Wisconsin,VERNON
West Salem,WI,Wisconsin,LA CROSSE
Wilton,WI,Wisconsin,MONROE
Eau Claire,WI,Wisconsin,EAU CLAIRE
Altoona,WI,Wisconsin,EAU CLAIRE
Arkansaw,WI,Wisconsin,PEPIN
Augusta,WI,Wisconsin,EAU CLAIRE
Bay City,WI,Wisconsin,PIERCE
Bloomer,WI,Wisconsin,CHIPPEWA
Boyceville,WI,Wisconsin,DUNN
Boyd,WI,Wisconsin,CHIPPEWA
Cadott,WI,Wisconsin,CHIPPEWA
Chetek,WI,Wisconsin,BARRON
Chippewa Falls,WI,Wisconsin,CHIPPEWA
Colfax,WI,Wisconsin,DUNN
Conrath,WI,Wisconsin,RUSK
Cornell,WI,Wisconsin,CHIPPEWA
Dallas,WI,Wisconsin,BARRON
Downing,WI,Wisconsin,DUNN
Downsville,WI,Wisconsin,DUNN
Durand,WI,Wisconsin,PEPIN
Eau Galle,WI,Wisconsin,DUNN
Eleva,WI,Wisconsin,TREMPEALEAU
Elk Mound,WI,Wisconsin,DUNN
Elmwood,WI,Wisconsin,PIERCE
Fairchild,WI,Wisconsin,EAU CLAIRE
Fall Creek,WI,Wisconsin,EAU CLAIRE
Gilmanton,WI,Wisconsin,BUFFALO
Holcombe,WI,Wisconsin,CHIPPEWA
Humbird,WI,Wisconsin,CLARK
Independence,WI,Wisconsin,TREMPEALEAU
Jim Falls,WI,Wisconsin,CHIPPEWA
Knapp,WI,Wisconsin,DUNN
Maiden Rock,WI,Wisconsin,PIERCE
Menomonie,WI,Wisconsin,DUNN
Merrillan,WI,Wisconsin,JACKSON
Mondovi,WI,Wisconsin,BUFFALO
Nelson,WI,Wisconsin,BUFFALO
New Auburn,WI,Wisconsin,CHIPPEWA
Osseo,WI,Wisconsin,TREMPEALEAU
Pepin,WI,Wisconsin,PEPIN
Pigeon Falls,WI,Wisconsin,TREMPEALEAU
Plum City,WI,Wisconsin,PIERCE
Prairie Farm,WI,Wisconsin,BARRON
Ridgeland,WI,Wisconsin,DUNN
Rock Falls,WI,Wisconsin,DUNN
Sand Creek,WI,Wisconsin,DUNN
Sheldon,WI,Wisconsin,RUSK
Spring Valley,WI,Wisconsin,PIERCE
Stanley,WI,Wisconsin,CHIPPEWA
Stockholm,WI,Wisconsin,PEPIN
Strum,WI,Wisconsin,TREMPEALEAU
Thorp,WI,Wisconsin,CLARK
Wheeler,WI,Wisconsin,DUNN
Whitehall,WI,Wisconsin,TREMPEALEAU
Spooner,WI,Wisconsin,WASHBURN
Almena,WI,Wisconsin,BARRON
Ashland,WI,Wisconsin,ASHLAND
Balsam Lake,WI,Wisconsin,POLK
Barron,WI,Wisconsin,BARRON
Barronett,WI,Wisconsin,BARRON
Bayfield,WI,Wisconsin,BAYFIELD
Benoit,WI,Wisconsin,BAYFIELD
Birchwood,WI,Wisconsin,WASHBURN
Brill,WI,Wisconsin,BARRON
Bruce,WI,Wisconsin,RUSK
Brule,WI,Wisconsin,DOUGLAS
Cable,WI,Wisconsin,BAYFIELD
Cameron,WI,Wisconsin,BARRON
Centuria,WI,Wisconsin,POLK
Comstock,WI,Wisconsin,BARRON
Cornucopia,WI,Wisconsin,BAYFIELD
Couderay,WI,Wisconsin,SAWYER
Cumberland,WI,Wisconsin,BARRON
Danbury,WI,Wisconsin,BURNETT
Drummond,WI,Wisconsin,BAYFIELD
Edgewater,WI,Wisconsin,SAWYER
Exeland,WI,Wisconsin,SAWYER
Foxboro,WI,Wisconsin,DOUGLAS
Frederic,WI,Wisconsin,POLK
Gordon,WI,Wisconsin,DOUGLAS
Grand View,WI,Wisconsin,BAYFIELD
Grantsburg,WI,Wisconsin,BURNETT
Haugen,WI,Wisconsin,BARRON
Hawthorne,WI,Wisconsin,DOUGLAS
Hayward,WI,Wisconsin,SAWYER
Herbster,WI,Wisconsin,BAYFIELD
Hertel,WI,Wisconsin,BURNETT
High Bridge,WI,Wisconsin,ASHLAND
Iron River,WI,Wisconsin,BAYFIELD
Ladysmith,WI,Wisconsin,RUSK
Lake Nebagamon,WI,Wisconsin,DOUGLAS
La Pointe,WI,Wisconsin,ASHLAND
Luck,WI,Wisconsin,POLK
Maple,WI,Wisconsin,DOUGLAS
Marengo,WI,Wisconsin,ASHLAND
Mason,WI,Wisconsin,BAYFIELD
Mikana,WI,Wisconsin,BARRON
Milltown,WI,Wisconsin,POLK
Minong,WI,Wisconsin,WASHBURN
Odanah,WI,Wisconsin,ASHLAND
Ojibwa,WI,Wisconsin,SAWYER
Poplar,WI,Wisconsin,DOUGLAS
Port Wing,WI,Wisconsin,BAYFIELD
Radisson,WI,Wisconsin,SAWYER
Rice Lake,WI,Wisconsin,BARRON
Sarona,WI,Wisconsin,WASHBURN
Shell Lake,WI,Wisconsin,WASHBURN
Siren,WI,Wisconsin,BURNETT
Solon Springs,WI,Wisconsin,DOUGLAS
South Range,WI,Wisconsin,DOUGLAS
Springbrook,WI,Wisconsin,WASHBURN
Stone Lake,WI,Wisconsin,SAWYER
Superior,WI,Wisconsin,DOUGLAS
